trainid,axle,state,side,wheel_diameter,flange_height,flange_thickness,qr,date,trainfile,data
CMRLTR32,L16-R16,AFTER,LH,839.94,29.02,31.96,10.29,2023-03-27,cmrltr32,
CMRLTR32,L16-R16,AFTER,RH,839.85,29.01,31.93,10.22,2023-03-27,cmrltr32,
CMRLTR33,L1-R1,BEFORE,LH,846.21,36.37,30.71,3.3,2025-03-29,cmrltr33,
CMRLTR33,L1-R1,BEFORE,RH,846.9,36.06,31.96,5.94,2025-03-29,cmrltr33,
CMRLTR33,L1-R1,AFTER,LH,778.2,29.0,32.0,10.08,2023-04-02,cmrltr33,
CMRLTR33,L1-R1,AFTER,RH,836.35,29.05,31.96,9.99,2023-04-02,cmrltr33,
CMRLTR33,L2-R2,BEFORE,LH,846.7,36.23,31.77,3.28,2025-03-29,cmrltr33,
CMRLTR33,L2-R2,BEFORE,RH,844.77,37.44,33.46,6.26,2025-03-29,cmrltr33,
CMRLTR33,L2-R2,AFTER,LH,837.12,28.99,32.08,10.09,2023-04-02,cmrltr33,
CMRLTR33,L2-R2,AFTER,RH,837.05,29.05,31.98,10.0,2023-04-02,cmrltr33,
CMRLTR33,L3-R3,BEFORE,LH,848.68,34.41,30.72,3.08,2025-03-29,cmrltr33,
CMRLTR33,L3-R3,BEFORE,RH,849.11,34.93,32.7,6.31,2025-03-29,cmrltr33,
CMRLTR33,L3-R3,AFTER,LH,835.85,28.95,32.0,10.04,2023-04-02,cmrltr33,
CMRLTR33,L3-R3,AFTER,RH,835.91,28.93,31.97,10.06,2023-04-02,cmrltr33,
CMRLTR33,L4-R4,BEFORE,LH,850.13,34.42,30.06,3.37,2025-03-29,cmrltr33,
CMRLTR33,L4-R4,BEFORE,RH,848.97,35.33,31.58,6.24,2025-03-29,cmrltr33,
CMRLTR33,L4-R4,AFTER,LH,835.52,28.95,32.14,10.06,2023-04-02,cmrltr33,
CMRLTR33,L4-R4,AFTER,RH,835.76,28.97,31.9,10.04,2023-04-02,cmrltr33,
CMRLTR33,L5-R5,BEFORE,LH,849.31,34.92,29.38,3.25,2025-03-29,cmrltr33,
CMRLTR33,L5-R5,BEFORE,RH,849.29,35.17,31.59,6.09,2025-03-29,cmrltr33,
CMRLTR33,L5-R5,AFTER,LH,835.34,29.02,32.07,10.05,2023-04-02,cmrltr33,
CMRLTR33,L5-R5,AFTER,RH,835.21,29.11,32.0,9.97,2023-04-02,cmrltr33,
CMRLTR33,L6-R6,BEFORE,LH,849.45,34.82,30.86,3.08,2025-03-29,cmrltr33,
CMRLTR33,L6-R6,BEFORE,RH,849.48,35.26,32.28,5.99,2025-03-29,cmrltr33,
CMRLTR33,L6-R6,AFTER,LH,835.58,28.96,32.07,10.09,2023-04-02,cmrltr33,
CMRLTR33,L6-R6,AFTER,RH,835.62,29.09,31.99,10.01,2023-04-02,cmrltr33,
CMRLTR33,L7-R7,BEFORE,LH,850.47,34.36,30.73,3.53,2025-03-29,cmrltr33,
CMRLTR33,L7-R7,BEFORE,RH,850.74,34.62,32.23,6.26,2025-03-29,cmrltr33,
CMRLTR33,L7-R7,AFTER,LH,836.23,28.94,32.03,10.09,2023-04-02,cmrltr33,
CMRLTR33,L7-R7,AFTER,RH,836.11,29.02,31.95,10.02,2023-04-02,cmrltr33,
CMRLTR33,L8-R8,BEFORE,LH,850.78,34.1,29.24,3.1,2025-03-29,cmrltr33,
CMRLTR33,L8-R8,BEFORE,RH,851.47,34.21,30.79,6.35,2025-03-29,cmrltr33,
CMRLTR33,L8-R8,AFTER,LH,835.81,29.02,32.13,10.08,2023-04-02,cmrltr33,
CMRLTR33,L8-R8,AFTER,RH,835.79,29.12,31.98,9.96,2023-04-02,cmrltr33,
CMRLTR33,L9-R9,BEFORE,LH,845.67,36.63,30.01,2.8,2025-03-29,cmrltr33,
CMRLTR33,L9-R9,BEFORE,RH,846.75,36.63,32.28,6.09,2025-03-29,cmrltr33,
CMRLTR33,L9-R9,AFTER,LH,837.85,28.94,32.1,10.05,2023-04-02,cmrltr33,
CMRLTR33,L9-R9,AFTER,RH,837.77,29.03,31.96,10.0,2023-04-02,cmrltr33,
CMRLTR33,L10-R10,BEFORE,LH,845.22,36.77,31.24,3.09,2025-03-29,cmrltr33,
CMRLTR33,L10-R10,BEFORE,RH,846.53,36.55,33.09,6.24,2025-03-29,cmrltr33,
CMRLTR33,L10-R10,AFTER,LH,837.73,28.95,32.02,10.05,2023-04-02,cmrltr33,
CMRLTR33,L10-R10,AFTER,RH,837.62,28.98,31.95,9.98,2023-04-02,cmrltr33,
CMRLTR33,L11-R11,BEFORE,LH,848.71,35.07,31.19,3.13,2025-03-29,cmrltr33,
CMRLTR33,L11-R11,BEFORE,RH,848.93,35.37,32.79,6.34,2025-03-29,cmrltr33,
CMRLTR33,L11-R11,AFTER,LH,836.27,28.96,32.0,10.01,2023-04-02,cmrltr33,
CMRLTR33,L11-R11,AFTER,RH,836.16,29.02,31.9,10.0,2023-04-02,cmrltr33,
CMRLTR33,L12-R12,BEFORE,LH,849.23,34.97,29.82,3.34,2025-03-29,cmrltr33,
CMRLTR33,L12-R12,BEFORE,RH,850.3,34.69,31.65,6.23,2025-03-29,cmrltr33,
CMRLTR33,L12-R12,AFTER,LH,835.59,28.97,31.93,10.06,2023-04-02,cmrltr33,
CMRLTR33,L12-R12,AFTER,RH,835.5,29.01,31.95,10.02,2023-04-02,cmrltr33,
CMRLTR33,L13-R13,BEFORE,LH,847.82,35.65,30.15,3.08,2025-03-29,cmrltr33,
CMRLTR33,L13-R13,BEFORE,RH,849.71,34.92,31.5,6.21,2025-03-29,cmrltr33,
CMRLTR33,L13-R13,AFTER,LH,837.11,28.99,32.06,10.08,2023-04-02,cmrltr33,
CMRLTR33,L13-R13,AFTER,RH,837.07,29.03,31.98,10.02,2023-04-02,cmrltr33,
CMRLTR33,L14-R14,BEFORE,LH,849.9,34.56,30.66,3.4,2025-03-29,cmrltr33,
CMRLTR33,L14-R14,BEFORE,RH,850.42,34.68,32.05,6.01,2025-03-29,cmrltr33,
CMRLTR33,L14-R14,AFTER,LH,837.97,29.02,32.06,10.03,2023-04-02,cmrltr33,
CMRLTR33,L14-R14,AFTER,RH,837.9,29.05,31.97,10.03,2023-04-02,cmrltr33,
CMRLTR33,L15-R15,BEFORE,LH,849.58,34.79,31.4,3.54,2025-03-29,cmrltr33,
CMRLTR33,L15-R15,BEFORE,RH,849.9,34.83,32.12,5.98,2025-03-29,cmrltr33,
CMRLTR33,L15-R15,AFTER,LH,836.98,28.93,32.06,10.07,2023-04-02,cmrltr33,
CMRLTR33,L15-R15,AFTER,RH,836.86,29.04,31.98,10.02,2023-04-02,cmrltr33,
CMRLTR33,L16-R16,BEFORE,LH,851.54,34.28,29.75,3.59,2025-03-29,cmrltr33,
CMRLTR33,L16-R16,BEFORE,RH,851.74,34.53,31.29,6.19,2025-03-29,cmrltr33,
CMRLTR33,L16-R16,AFTER,LH,836.33,29.01,32.05,10.02,2023-04-02,cmrltr33,
CMRLTR33,L16-R16,AFTER,RH,836.18,29.12,31.95,10.0,2023-04-02,cmrltr33,
CMRLTR34,L1-R1,BEFORE,LH,848.21,37.01,29.31,3.56,2023-04-05,cmrltr34,
CMRLTR34,L1-R1,BEFORE,RH,848.3,35.51,31.2,6.03,2023-04-05,cmrltr34,
CMRLTR34,L1-R1,AFTER,LH,825.22,29.16,32.34,10.3,2023-04-12,cmrltr34,
CMRLTR34,L1-R1,AFTER,RH,824.87,28.93,32.12,10.02,2023-04-12,cmrltr34,
CMRLTR34,L2-R2,BEFORE,LH,844.81,37.59,31.36,3.38,2023-04-05,cmrltr34,
CMRLTR34,L2-R2,BEFORE,RH,840.81,39.34,34.02,6.03,2023-04-05,cmrltr34,
CMRLTR34,L2-R2,AFTER,LH,825.27,29.06,32.42,10.32,2023-04-12,cmrltr34,
CMRLTR34,L2-R2,AFTER,RH,825.16,28.87,32.16,10.08,2023-04-12,cmrltr34,
CMRLTR34,L3-R3,BEFORE,LH,851.54,33.88,29.17,3.44,2023-04-05,cmrltr34,
CMRLTR34,L3-R3,BEFORE,RH,851.88,33.77,31.43,5.96,2023-04-05,cmrltr34,
CMRLTR34,L3-R3,AFTER,LH,826.74,29.09,32.48,10.35,2023-04-12,cmrltr34,
CMRLTR34,L3-R3,AFTER,RH,826.84,28.96,32.3,10.03,2023-04-12,cmrltr34,
CMRLTR34,L4-R4,BEFORE,LH,849.5,34.9,29.03,3.49,2023-04-05,cmrltr34,
CMRLTR34,L4-R4,BEFORE,RH,848.95,35.22,30.84,5.93,2023-04-05,cmrltr34,
CMRLTR34,L4-R4,AFTER,LH,827.38,29.1,32.32,10.11,2023-04-12,cmrltr34,
CMRLTR34,L4-R4,AFTER,RH,826.88,28.97,31.96,10.05,2023-04-12,cmrltr34,
CMRLTR34,L5-R5,BEFORE,LH,820.46,33.54,29.06,3.71,2023-04-05,cmrltr34,
CMRLTR34,L5-R5,BEFORE,RH,829.0,33.18,32.72,7.23,2023-04-05,cmrltr34,
CMRLTR34,L5-R5,AFTER,LH,804.69,29.16,32.22,10.39,2023-04-12,cmrltr34,
CMRLTR34,L5-R5,AFTER,RH,804.36,28.92,32.35,10.02,2023-04-12,cmrltr34,
CMRLTR34,L6-R6,BEFORE,LH,824.92,31.61,29.36,4.05,2023-04-05,cmrltr34,
CMRLTR34,L6-R6,BEFORE,RH,825.59,33.15,32.35,6.75,2023-04-05,cmrltr34,
CMRLTR34,L6-R6,AFTER,LH,805.03,29.05,32.34,10.4,2023-04-12,cmrltr34,
CMRLTR34,L6-R6,AFTER,RH,804.86,31.54,31.99,10.03,2023-04-12,cmrltr34,
CMRLTR34,L7-R7,BEFORE,LH,826.01,31.3,29.91,5.47,2023-04-05,cmrltr34,
CMRLTR34,L7-R7,BEFORE,RH,826.59,31.13,30.23,6.46,2023-04-05,cmrltr34,
CMRLTR34,L7-R7,AFTER,LH,804.69,29.16,32.22,10.43,2023-04-12,cmrltr34,
CMRLTR34,L7-R7,AFTER,RH,804.36,28.92,32.35,10.05,2023-04-12,cmrltr34,
CMRLTR34,L8-R8,BEFORE,LH,827.65,31.12,28.75,4.93,2023-04-05,cmrltr34,
CMRLTR34,L8-R8,BEFORE,RH,829.09,30.92,28.71,6.18,2023-04-05,cmrltr34,
CMRLTR34,L8-R8,AFTER,LH,804.78,29.06,32.16,10.43,2023-04-12,cmrltr34,
CMRLTR34,L8-R8,AFTER,RH,804.58,28.85,31.97,10.04,2023-04-12,cmrltr34,
CMRLTR34,L9-R9,BEFORE,LH,844.9,37.14,29.4,3.2,2023-04-05,cmrltr34,
CMRLTR34,L9-R9,BEFORE,RH,843.37,39.31,32.62,5.95,2023-04-05,cmrltr34,
CMRLTR34,L9-R9,AFTER,LH,823.31,28.99,32.19,10.33,2023-04-12,cmrltr34,
CMRLTR34,L9-R9,AFTER,RH,823.75,29.33,32.06,10.03,2023-04-12,cmrltr34,
CMRLTR34,L10-R10,BEFORE,LH,849.31,35.09,29.79,3.66,2023-04-05,cmrltr34,
CMRLTR34,L10-R10,BEFORE,RH,849.29,35.49,32.49,6.03,2023-04-05,cmrltr34,
CMRLTR34,L10-R10,AFTER,LH,824.25,28.99,32.38,10.36,2023-04-12,cmrltr34,
CMRLTR34,L10-R10,AFTER,RH,824.54,29.26,32.35,9.98,2023-04-12,cmrltr34,
CMRLTR34,L11-R11,BEFORE,LH,847.55,35.97,30.63,3.13,2023-04-05,cmrltr34,
CMRLTR34,L11-R11,BEFORE,RH,846.69,36.68,33.64,6.06,2023-04-05,cmrltr34,
CMRLTR34,L11-R11,AFTER,LH,826.15,28.99,32.53,10.32,2023-04-12,cmrltr34,
CMRLTR34,L11-R11,AFTER,RH,826.42,29.14,32.33,10.05,2023-04-12,cmrltr34,
CMRLTR34,L12-R12,BEFORE,LH,850.72,34.57,27.54,3.58,2023-04-05,cmrltr34,
CMRLTR34,L12-R12,BEFORE,RH,852.22,33.85,31.38,6.54,2023-04-05,cmrltr34,
CMRLTR34,L12-R12,AFTER,LH,826.29,29.03,32.39,10.32,2023-04-12,cmrltr34,
CMRLTR34,L12-R12,AFTER,RH,826.02,29.24,32.07,10.0,2023-04-12,cmrltr34,
CMRLTR34,L13-R13,BEFORE,LH,847.54,35.81,29.28,3.21,2023-04-05,cmrltr34,
CMRLTR34,L13-R13,BEFORE,RH,848.76,35.56,31.3,6.51,2023-04-05,cmrltr34,
CMRLTR34,L13-R13,AFTER,LH,828.52,29.07,32.01,10.38,2023-04-12,cmrltr34,
CMRLTR34,L13-R13,AFTER,RH,828.26,28.96,31.99,10.02,2023-04-12,cmrltr34,
CMRLTR34,L14-R14,BEFORE,LH,849.07,34.85,29.64,2.96,2023-04-05,cmrltr34,
CMRLTR34,L14-R14,BEFORE,RH,849.36,41.07,29.07,4.63,2023-04-05,cmrltr34,
CMRLTR34,L14-R14,AFTER,LH,828.97,29.17,32.01,10.1,2023-04-12,cmrltr34,
CMRLTR34,L14-R14,AFTER,RH,829.35,29.01,31.99,10.02,2023-04-12,cmrltr34,
CMRLTR34,L15-R15,BEFORE,LH,848.79,35.29,30.22,3.15,2023-04-05,cmrltr34,
CMRLTR34,L15-R15,BEFORE,RH,849.58,36.61,29.66,5.4,2023-04-05,cmrltr34,
CMRLTR34,L15-R15,AFTER,LH,830.89,28.98,32.41,10.38,2023-04-12,cmrltr34,
CMRLTR34,L15-R15,AFTER,RH,831.3,28.9,32.1,10.04,2023-04-12,cmrltr34,
CMRLTR34,L16-R16,BEFORE,LH,850.19,34.52,28.5,3.48,2023-04-05,cmrltr34,
CMRLTR34,L16-R16,BEFORE,RH,851.07,34.5,28.68,6.09,2023-04-05,cmrltr34,
CMRLTR34,L16-R16,AFTER,LH,829.88,28.98,32.36,10.38,2023-04-12,cmrltr34,
CMRLTR34,L16-R16,AFTER,RH,830.18,28.94,32.32,10.06,2023-04-12,cmrltr34,
CMRLTR35,L1-R1,BEFORE,LH,844.38,37.23,31.53,3.54,2023-04-15,cmrltr35,
CMRLTR35,L1-R1,BEFORE,RH,844.71,37.24,32.02,5.69,2023-04-15,cmrltr35,
CMRLTR35,L1-R1,AFTER,LH,838.54,29.01,31.96,10.06,2023-04-18,cmrltr35,
CMRLTR35,L1-R1,AFTER,RH,838.47,29.01,31.97,9.99,2023-04-18,cmrltr35,
CMRLTR35,L2-R2,BEFORE,LH,844.08,37.66,32.68,3.51,2023-04-15,cmrltr35,
CMRLTR35,L2-R2,BEFORE,RH,839.22,39.96,33.73,5.69,2023-04-15,cmrltr35,
CMRLTR35,L2-R2,AFTER,LH,837.84,28.93,31.93,10.09,2023-04-18,cmrltr35,
CMRLTR35,L2-R2,AFTER,RH,837.67,28.96,31.97,10.02,2023-04-18,cmrltr35,
CMRLTR35,L3-R3,BEFORE,LH,847.24,35.94,32.12,2.68,2023-04-15,cmrltr35,
CMRLTR35,L3-R3,BEFORE,RH,847.73,35.84,32.89,6.29,2023-04-15,cmrltr35,
CMRLTR35,L3-R3,AFTER,LH,839.07,28.95,31.98,10.06,2023-04-18,cmrltr35,
CMRLTR35,L3-R3,AFTER,RH,838.93,29.04,32.01,10.03,2023-04-18,cmrltr35,
CMRLTR35,L4-R4,BEFORE,LH,848.35,35.3,30.54,3.35,2023-04-15,cmrltr35,
CMRLTR35,L4-R4,BEFORE,RH,847.31,38.7,32.22,6.26,2023-04-15,cmrltr35,
CMRLTR35,L4-R4,AFTER,LH,838.24,28.94,31.93,10.09,2023-04-18,cmrltr35,
CMRLTR35,L4-R4,AFTER,RH,838.09,29.03,31.96,10.02,2023-04-18,cmrltr35,
CMRLTR35,L5-R5,BEFORE,LH,847.71,35.75,30.99,3.75,2023-04-15,cmrltr35,
CMRLTR35,L5-R5,BEFORE,RH,848.37,35.7,31.88,6.14,2023-04-15,cmrltr35,
CMRLTR35,L5-R5,AFTER,LH,839.55,28.99,31.97,10.05,2023-04-18,cmrltr35,
CMRLTR35,L5-R5,AFTER,RH,839.47,29.08,31.91,9.99,2023-04-18,cmrltr35,
CMRLTR35,L6-R6,BEFORE,LH,848.19,35.49,31.45,3.33,2023-04-15,cmrltr35,
CMRLTR35,L6-R6,BEFORE,RH,848.42,35.6,32.52,6.15,2023-04-15,cmrltr35,
CMRLTR35,L6-R6,AFTER,LH,839.11,28.91,31.81,10.42,2023-04-18,cmrltr35,
CMRLTR35,L6-R6,AFTER,RH,839.07,28.98,31.96,9.99,2023-04-18,cmrltr35,
CMRLTR35,L7-R7,BEFORE,LH,849.07,35.02,31.38,3.44,2023-04-15,cmrltr35,
CMRLTR35,L7-R7,BEFORE,RH,849.87,34.91,32.62,6.4,2023-04-15,cmrltr35,
CMRLTR35,L7-R7,AFTER,LH,837.21,28.98,31.95,10.34,2023-04-18,cmrltr35,
CMRLTR35,L7-R7,AFTER,RH,837.19,29.01,31.9,10.01,2023-04-18,cmrltr35,
CMRLTR35,L8-R8,BEFORE,LH,849.87,34.55,29.73,3.3,2023-04-15,cmrltr35,
CMRLTR35,L8-R8,BEFORE,RH,850.0,32.98,31.86,6.38,2023-04-15,cmrltr35,
CMRLTR35,L8-R8,AFTER,LH,836.39,28.97,31.91,10.03,2023-04-18,cmrltr35,
CMRLTR35,L8-R8,AFTER,RH,836.31,29.07,31.95,10.04,2023-04-18,cmrltr35,
CMRLTR35,L9-R9,BEFORE,LH,844.21,37.53,30.68,3.05,2023-04-15,cmrltr35,
CMRLTR35,L9-R9,BEFORE,RH,845.17,37.19,32.35,5.94,2023-04-15,cmrltr35,
CMRLTR35,L9-R9,AFTER,LH,839.47,28.96,32.22,10.3,2023-04-18,cmrltr35,
CMRLTR35,L9-R9,AFTER,RH,839.52,29.01,32.1,9.94,2023-04-18,cmrltr35,
CMRLTR35,L10-R10,BEFORE,LH,843.05,38.35,31.95,3.37,2023-04-15,cmrltr35,
CMRLTR35,L10-R10,BEFORE,RH,846.0,36.86,33.48,6.52,2023-04-15,cmrltr35,
CMRLTR35,L10-R10,AFTER,LH,839.56,28.85,31.96,10.37,2023-04-18,cmrltr35,
CMRLTR35,L10-R10,AFTER,RH,839.51,29.07,32.19,9.99,2023-04-18,cmrltr35,
CMRLTR35,L11-R11,BEFORE,LH,847.52,35.94,31.45,3.24,2023-04-15,cmrltr35,
CMRLTR35,L11-R11,BEFORE,RH,847.84,35.97,33.17,6.44,2023-04-15,cmrltr35,
CMRLTR35,L11-R11,AFTER,LH,839.5,28.92,31.82,10.01,2023-04-18,cmrltr35,
CMRLTR35,L11-R11,AFTER,RH,839.28,28.95,32.05,9.61,2023-04-18,cmrltr35,
CMRLTR35,L12-R12,BEFORE,LH,848.33,35.34,30.05,3.34,2023-04-15,cmrltr35,
CMRLTR35,L12-R12,BEFORE,RH,849.61,35.17,32.11,6.27,2023-04-15,cmrltr35,
CMRLTR35,L12-R12,AFTER,LH,838.54,29.05,31.97,10.29,2023-04-18,cmrltr35,
CMRLTR35,L12-R12,AFTER,RH,838.31,29.12,32.11,9.98,2023-04-18,cmrltr35,
CMRLTR35,L13-R13,BEFORE,LH,848.25,35.39,30.39,3.81,2023-04-15,cmrltr35,
CMRLTR35,L13-R13,BEFORE,RH,845.39,37.25,28.57,5.64,2023-04-15,cmrltr35,
CMRLTR35,L13-R13,AFTER,LH,829.14,28.99,31.94,10.31,2023-04-18,cmrltr35,
CMRLTR35,L13-R13,AFTER,RH,829.06,29.14,31.94,9.96,2023-04-18,cmrltr35,
CMRLTR35,L14-R14,BEFORE,LH,846.73,36.38,31.97,3.94,2023-04-15,cmrltr35,
CMRLTR35,L14-R14,BEFORE,RH,848.07,35.63,31.83,5.47,2023-04-15,cmrltr35,
CMRLTR35,L14-R14,AFTER,LH,829.62,29.01,31.92,10.05,2023-04-18,cmrltr35,
CMRLTR35,L14-R14,AFTER,RH,829.55,29.07,31.98,10.0,2023-04-18,cmrltr35,
CMRLTR35,L15-R15,BEFORE,LH,849.41,34.96,31.85,3.54,2023-04-15,cmrltr35,
CMRLTR35,L15-R15,BEFORE,RH,849.59,35.13,32.85,6.28,2023-04-15,cmrltr35,
CMRLTR35,L15-R15,AFTER,LH,831.14,28.94,32.08,10.06,2023-04-18,cmrltr35,
CMRLTR35,L15-R15,AFTER,RH,831.05,29.02,31.97,10.04,2023-04-18,cmrltr35,
CMRLTR35,L16-R16,BEFORE,LH,850.2,34.72,30.38,3.87,2023-04-15,cmrltr35,
CMRLTR35,L16-R16,BEFORE,RH,849.62,34.96,31.31,6.11,2023-04-15,cmrltr35,
CMRLTR35,L16-R16,AFTER,LH,831.94,28.97,32.03,10.07,2023-04-18,cmrltr35,
CMRLTR35,L16-R16,AFTER,RH,831.87,29.07,31.97,10.03,2023-04-18,cmrltr35,
CMRLTR36,L1-R1,BEFORE,LH,844.21,37.91,31.01,3.01,2023-04-22,cmrltr36,
CMRLTR36,L1-R1,BEFORE,RH,844.98,37.19,33.17,6.54,2023-04-22,cmrltr36,
CMRLTR36,L1-R1,AFTER,LH,840.12,29.03,31.99,10.31,2023-04-29,cmrltr36,
CMRLTR36,L1-R1,AFTER,RH,840.26,29.1,31.87,9.96,2023-04-29,cmrltr36,
CMRLTR36,L2-R2,BEFORE,LH,844.53,38.05,32.97,3.73,2023-04-22,cmrltr36,
CMRLTR36,L2-R2,BEFORE,RH,840.5,39.59,35.43,7.59,2023-04-22,cmrltr36,
CMRLTR36,L2-R2,AFTER,LH,839.56,29.05,31.86,10.41,2023-04-29,cmrltr36,
CMRLTR36,L2-R2,AFTER,RH,839.68,29.03,31.87,10.05,2023-04-29,cmrltr36,
CMRLTR36,L3-R3,BEFORE,LH,847.54,36.58,31.59,3.3,2023-04-22,cmrltr36,
CMRLTR36,L3-R3,BEFORE,RH,848.66,35.72,33.78,7.26,2023-04-22,cmrltr36,
CMRLTR36,L3-R3,AFTER,LH,841.47,29.08,31.89,9.99,2023-04-29,cmrltr36,
CMRLTR36,L3-R3,AFTER,RH,841.42,29.11,31.93,9.83,2023-04-29,cmrltr36,
CMRLTR36,L4-R4,BEFORE,LH,849.27,35.64,31.24,3.6,2023-04-22,cmrltr36,
CMRLTR36,L4-R4,BEFORE,RH,847.25,36.23,33.61,7.14,2023-04-22,cmrltr36,
CMRLTR36,L4-R4,AFTER,LH,842.13,29.02,32.08,10.04,2023-04-29,cmrltr36,
CMRLTR36,L4-R4,AFTER,RH,842.13,29.08,31.98,9.79,2023-04-29,cmrltr36,
CMRLTR36,L5-R5,BEFORE,LH,848.62,35.83,30.62,3.27,2023-04-22,cmrltr36,
CMRLTR36,L5-R5,BEFORE,RH,848.31,35.69,32.82,6.64,2023-04-22,cmrltr36,
CMRLTR36,L5-R5,AFTER,LH,844.11,29.09,32.03,10.1,2023-04-29,cmrltr36,
CMRLTR36,L5-R5,AFTER,RH,844.18,29.2,31.81,10.04,2023-04-29,cmrltr36,
CMRLTR36,L6-R6,BEFORE,LH,849.24,35.62,31.89,3.67,2023-04-22,cmrltr36,
CMRLTR36,L6-R6,BEFORE,RH,849.52,35.03,33.51,7.12,2023-04-22,cmrltr36,
CMRLTR36,L6-R6,AFTER,LH,844.83,29.18,32.03,10.32,2023-04-29,cmrltr36,
CMRLTR36,L6-R6,AFTER,RH,844.87,29.33,31.82,10.01,2023-04-29,cmrltr36,
CMRLTR36,L7-R7,BEFORE,LH,849.3,35.36,30.89,3.06,2023-04-22,cmrltr36,
CMRLTR36,L7-R7,BEFORE,RH,850.02,34.91,33.48,7.24,2023-04-22,cmrltr36,
CMRLTR36,L7-R7,AFTER,LH,843.03,29.1,31.99,10.33,2023-04-29,cmrltr36,
CMRLTR36,L7-R7,AFTER,RH,843.41,29.09,31.85,10.03,2023-04-29,cmrltr36,
CMRLTR36,L8-R8,BEFORE,LH,850.42,34.83,30.49,3.32,2023-04-22,cmrltr36,
CMRLTR36,L8-R8,BEFORE,RH,850.03,34.93,32.99,7.13,2023-04-22,cmrltr36,
CMRLTR36,L8-R8,AFTER,LH,842.76,29.38,31.92,10.4,2023-04-29,cmrltr36,
CMRLTR36,L8-R8,AFTER,RH,843.11,29.33,31.98,10.02,2023-04-29,cmrltr36,
CMRLTR36,L9-R9,BEFORE,LH,845.18,37.52,31.17,3.03,2023-04-22,cmrltr36,
CMRLTR36,L9-R9,BEFORE,RH,844.59,37.87,33.96,6.99,2023-04-22,cmrltr36,
CMRLTR36,L9-R9,AFTER,LH,839.71,29.12,31.94,10.33,2023-04-29,cmrltr36,
CMRLTR36,L9-R9,AFTER,RH,839.7,29.34,32.14,10.01,2023-04-29,cmrltr36,
CMRLTR36,L10-R10,BEFORE,LH,845.75,37.23,31.63,2.98,2023-04-22,cmrltr36,
CMRLTR36,L10-R10,BEFORE,RH,845.23,37.24,34.03,6.92,2023-04-22,cmrltr36,
CMRLTR36,L10-R10,AFTER,LH,840.65,29.18,31.96,10.3,2023-04-29,cmrltr36,
CMRLTR36,L10-R10,AFTER,RH,840.65,28.92,32.0,10.03,2023-04-29,cmrltr36,
CMRLTR36,L11-R11,BEFORE,LH,848.42,36.12,32.25,3.78,2023-04-22,cmrltr36,
CMRLTR36,L11-R11,BEFORE,RH,848.1,35.12,34.12,7.49,2023-04-22,cmrltr36,
CMRLTR36,L11-R11,AFTER,LH,841.32,29.06,31.94,10.32,2023-04-29,cmrltr36,
CMRLTR36,L11-R11,AFTER,RH,841.46,29.25,32.94,10.01,2023-04-29,cmrltr36,
CMRLTR36,L12-R12,BEFORE,LH,849.14,35.53,30.26,3.25,2023-04-22,cmrltr36,
CMRLTR36,L12-R12,BEFORE,RH,849.56,35.24,32.56,6.66,2023-04-22,cmrltr36,
CMRLTR36,L12-R12,AFTER,LH,841.64,29.02,31.98,10.05,2023-04-29,cmrltr36,
CMRLTR36,L12-R12,AFTER,RH,841.7,29.14,32.15,9.8,2023-04-29,cmrltr36,
CMRLTR36,L13-R13,BEFORE,LH,848.0,36.23,31.58,3.42,2023-04-22,cmrltr36,
CMRLTR36,L13-R13,BEFORE,RH,848.55,35.43,32.95,6.75,2023-04-22,cmrltr36,
CMRLTR36,L13-R13,AFTER,LH,843.32,29.06,31.89,10.05,2023-04-29,cmrltr36,
CMRLTR36,L13-R13,AFTER,RH,843.53,29.15,31.93,9.79,2023-04-29,cmrltr36,
CMRLTR36,L14-R14,BEFORE,LH,848.67,35.88,31.46,3.38,2023-04-22,cmrltr36,
CMRLTR36,L14-R14,BEFORE,RH,848.28,35.66,33.36,6.74,2023-04-22,cmrltr36,
CMRLTR36,L14-R14,AFTER,LH,843.51,29.08,31.83,9.98,2023-04-29,cmrltr36,
CMRLTR36,L14-R14,AFTER,RH,843.4,29.16,31.95,9.73,2023-04-29,cmrltr36,
CMRLTR36,L15-R15,BEFORE,LH,849.17,35.47,32.03,3.72,2023-04-22,cmrltr36,
CMRLTR36,L15-R15,BEFORE,RH,849.53,35.18,33.42,7.09,2023-04-22,cmrltr36,
CMRLTR36,L15-R15,AFTER,LH,844.5,29.09,31.82,10.11,2023-04-29,cmrltr36,
CMRLTR36,L15-R15,AFTER,RH,844.17,29.12,31.98,9.85,2023-04-29,cmrltr36,
CMRLTR36,L16-R16,BEFORE,LH,850.79,34.52,29.92,3.37,2023-04-22,cmrltr36,
CMRLTR36,L16-R16,BEFORE,RH,850.26,34.75,32.45,6.77,2023-04-22,cmrltr36,
CMRLTR36,L16-R16,AFTER,LH,843.62,29.09,32.01,10.32,2023-04-29,cmrltr36,
CMRLTR36,L16-R16,AFTER,RH,843.21,29.05,31.94,10.01,2023-04-29,cmrltr36,
CMRLTR37,L1-R1,BEFORE,LH,844.59,37.38,31.2,3.31,2023-05-03,cmrltr37,
CMRLTR37,L1-R1,BEFORE,RH,843.88,37.72,31.91,5.57,2023-05-03,cmrltr37,
